#Time Flux Flux-Trend Trend
2861.50268259 1.00002384 1.01200720 -0.01198336
2861.52311422 1.00040853 1.01135731 -0.01094879
2861.54354584 0.99970052 1.00926489 -0.00956437
2861.56397737 1.00122344 1.00922368 -0.00800023
2861.58440910 1.00225783 1.00853445 -0.00627662
2861.60484073 1.00306081 1.00757515 -0.00451433
2861.62527226 1.00375473 1.00639359 -0.00263886
2861.64570398 1.00450469 1.00513915 -0.00063446
2861.66613561 1.00644456 1.00590716 0.00053740
2861.68656724 1.00940561 1.00680871 0.00259690
2861.70699886 1.01130293 1.00679359 0.00450934
2861.72743049 1.01313757 1.00690544 0.00623213
2861.74786212 1.01461731 1.00675704 0.00786028
2861.76829375 1.01527460 1.00607657 0.00919804
2861.78872537 1.01663645 1.00624927 0.01038718
2861.80915710 1.01728979 1.00599114 0.01129865
2861.82958873 1.01179906 0.99983199 0.01196707
2861.85002025 1.00068130 0.98791555 0.01276575
2861.87045198 0.98757743 0.97413639 0.01344104
2861.89088360 0.97998261 0.96602532 0.01395729
2861.91131513 0.97700852 0.96367787 0.01333065
2861.93174686 0.97597618 0.96372751 0.01224868
2861.95217848 0.97467246 0.96362418 0.01104828
2861.97261001 0.97283612 0.96328159 0.00955453
2861.99304173 0.97062158 0.96279100 0.00783058
2862.07476824 0.96352356 0.96361801 -0.00009445
2862.09519996 0.96552611 0.96808110 -0.00255499
2862.11563149 0.97393244 0.97888825 -0.00495581
2862.13606311 0.98459021 0.99190467 -0.00731446
2862.15649484 0.99236549 1.00194581 -0.00958032
2862.17692636 0.99187967 1.00356286 -0.01168319
2862.19735799 0.99079081 1.00302178 -0.01223097
2862.23822123 0.98926281 1.00252904 -0.01326623
2862.25865286 0.98928883 1.00379477 -0.01450594
2862.27908458 0.98940164 1.00480620 -0.01540456
2862.29951611 0.98903979 1.00520280 -0.01616300
2862.31994773 0.98987479 1.00670965 -0.01683486
2862.34037946 0.99002967 1.00738276 -0.01735309
2862.36081098 0.99055777 1.00809023 -0.01753247
2862.38124270 0.99068257 1.00816997 -0.01748740
2862.40167433 0.99156908 1.00860515 -0.01703607
2862.42210585 0.99299207 1.00949256 -0.01650049
2862.44253757 0.99441593 1.01021434 -0.01579841
2862.46296920 0.99635310 1.01136492 -0.01501182
2862.48340072 0.99668942 1.01071125 -0.01402183
2862.50383244 0.99878553 1.01167315 -0.01288762
2862.52426407 1.00084190 1.01252632 -0.01168442
2862.54469559 1.00308164 1.01339327 -0.01031163
2862.56512731 1.00487683 1.01359748 -0.00872064
2862.58555893 1.00686323 1.01401498 -0.00715175
2862.60599066 1.00864708 1.01403225 -0.00538516
2862.62642218 1.00944909 1.01312482 -0.00367574
2862.64685380 1.01108847 1.01312688 -0.00203841
2862.66728552 1.01238878 1.01281502 -0.00042624
2862.68771705 1.01264624 1.01155324 0.00109300
2862.70814867 1.01327498 1.01079520 0.00247978
2862.72858039 1.01304006 1.00938636 0.00365370
2862.74901191 1.01240486 1.00768669 0.00471817
2862.76944353 1.01219189 1.00673640 0.00545548
2862.78987526 1.01171163 1.00564068 0.00607096
2862.81030688 1.01064626 1.00400353 0.00664273
2862.83073840 1.00830874 1.00128870 0.00702004
2862.85117012 1.00603394 0.99863271 0.00740123
2862.87160174 1.00441527 0.99668041 0.00773486
2862.89203336 1.00134826 0.99335389 0.00799437
2862.91246498 0.99815584 0.99005305 0.00810279
2862.93289651 0.99520721 0.98699305 0.00821415
2862.95332823 0.99354126 0.98545979 0.00808147
2862.97375985 0.99055075 0.98263828 0.00791248
2862.99419147 0.98844291 0.98072655 0.00771636
2863.01462309 0.98699897 0.97947058 0.00752838
2863.03505471 0.97732283 0.97001604 0.00730679
2863.05548623 0.95152632 0.94505139 0.00647492
2863.21893929 0.85955180 0.85354618 0.00600563
2863.23937101 0.86277901 0.85725163 0.00552738
2863.25980253 0.86679379 0.86126640 0.00552738
2863.28023415 0.87224034 0.86671296 0.00552738
2863.30066587 0.88812591 0.87827911 0.00984680
2863.46411892 1.02239380 0.99105299 0.03134081
2863.48455044 1.02528080 0.99158934 0.03369146
2863.50498206 1.02856173 0.99499980 0.03356193
2863.52541378 1.03226447 0.99899354 0.03327093
2863.54584529 1.03402717 1.00121605 0.03281112
2863.56627691 1.03676401 1.00450872 0.03225529
2863.58670863 1.03890304 1.00736142 0.03154163
2863.60714015 1.04082208 1.01008548 0.03073660
2863.62757177 1.04212483 1.01236205 0.02976278
2863.64800348 1.04301471 1.01442976 0.02858495
2863.66843500 1.04369636 1.01644943 0.02724693
2863.68886662 1.04381664 1.01818489 0.02563175
2863.70929824 1.04255593 1.01874722 0.02380871
2863.72972985 1.04126464 1.01952967 0.02173497
2863.75016157 1.03932111 1.01995250 0.01936861
2863.77059309 1.03653512 1.01971958 0.01681553
2863.79102471 1.03354050 1.01934500 0.01419549
2863.81145642 1.03058547 1.01917519 0.01141028
2863.83188804 1.02820086 1.01984339 0.00835747
2863.85231956 1.02475334 1.01936620 0.00538714
2863.87275127 1.02052581 1.01817247 0.00235335
2863.89318289 1.01540402 1.01595175 -0.00054774
2863.91361441 1.01125814 1.01464020 -0.00338206
2863.93404612 1.00750975 1.01361185 -0.00610210
2863.95447774 1.00367911 1.01241891 -0.00873980
2863.97490926 0.99921717 1.01034860 -0.01113143
2863.99534097 0.99526659 1.00864048 -0.01337390
2864.01577259 0.99211268 1.00755040 -0.01543771
2864.03620431 0.98856172 1.00588239 -0.01732067
2864.05663582 0.98595530 1.00483669 -0.01888139
2864.07706744 0.98398809 1.00411224 -0.02012416
2864.09749915 0.98204232 1.00294730 -0.02090498
2864.11793067 0.98010055 1.00165546 -0.02155491
2864.13836229 0.97801956 0.99992975 -0.02191019
2864.15879400 0.97722990 0.99940781 -0.02217790
2864.17922552 0.97735491 0.99939755 -0.02204264
2864.19965713 0.97760573 0.99938597 -0.02178024
2864.22008885 0.97842711 0.99970100 -0.02127389
2864.24052036 0.97819033 0.99883061 -0.02064028
2864.26095198 0.97366553 0.99414870 -0.02048317
2864.28138369 0.96249220 0.98188285 -0.01939065
2864.30181531 0.95248115 0.97074251 -0.01826136
2864.32224692 0.94565129 0.96272919 -0.01707789
2864.34267854 0.94609210 0.96193976 -0.01584767
2864.36311015 0.94736684 0.96205696 -0.01469012
2864.38354177 0.94844380 0.96186566 -0.01342187
2864.40397338 0.95028914 0.96250362 -0.01221449
2864.44483661 0.95422611 0.96433530 -0.01010920
2864.46526823 0.95383559 0.96303958 -0.00920399
2864.48569974 0.95494705 0.96346055 -0.00851349
2864.50613146 0.95609703 0.96398080 -0.00788377
2864.52656307 0.96177553 0.96874682 -0.00697129
2864.54699458 0.97311301 0.97936851 -0.00625550
2864.56742630 0.98664319 0.99227306 -0.00562987
2864.58785791 0.99649695 1.00165481 -0.00515786
2864.60828963 0.99833720 1.00350451 -0.00516731
2864.62872114 0.99841679 1.00347683 -0.00506004
2864.64915275 0.99912425 1.00408408 -0.00495983
2864.69001598 1.00431715 1.00913081 -0.00481366
2864.71044760 1.00364101 1.00833784 -0.00469683
2864.73087931 1.00368485 1.00830259 -0.00461775
2864.75131082 1.00467419 1.00926839 -0.00459420
2864.77174244 1.00427067 1.00884958 -0.00457890
2864.79217415 1.00487312 1.00931193 -0.00443881
2864.81260576 1.00551662 1.00974756 -0.00423094
2864.83303738 1.00623178 1.01020497 -0.00397320
2864.85346899 1.00671133 1.01048038 -0.00376904
2864.87390060 1.00799169 1.01160511 -0.00361342
2864.89433221 1.00998729 1.01330040 -0.00331311
2864.91476383 1.01070173 1.01355520 -0.00285347
2864.93519544 1.01186610 1.01422830 -0.00236220
2864.95562715 1.01274500 1.01457234 -0.00182734
2864.97605867 1.01349402 1.01456101 -0.00106699
2864.99649028 1.01330979 1.01403674 -0.00072695
2865.01692199 1.01320414 1.01303150 0.00017265
2865.03735350 1.01426568 1.01295475 0.00131094
2865.05778511 1.01521495 1.01287068 0.00234427
2865.07821673 1.01641908 1.01316496 0.00325413
2865.09864834 1.01571041 1.01152673 0.00418368
2865.11908005 1.01488842 1.00978108 0.00510734
2865.13951156 1.01639525 1.01047518 0.00592007
2865.18037489 1.01427344 1.00691427 0.00735917
2865.20080640 1.01239313 1.00447242 0.00792071
2865.22123801 1.01167077 1.00333111 0.00833966
2865.24166972 1.00999776 1.00124038 0.00875739
2865.26210123 1.00875808 0.99975293 0.00900514
2865.28253285 1.00687750 0.99761019 0.00926731
2865.30296456 1.00465343 0.99501276 0.00964067
2865.32339607 1.00170846 0.99177853 0.00992992
2865.34382768 0.99978686 0.98986319 0.00992366
2865.36425939 0.99725204 0.98725462 0.00999742
2865.38469100 0.99482558 0.98494045 0.00988513
2865.42555422 0.99077483 0.98101533 0.00975951
2865.44598584 0.98797849 0.97832457 0.00965392
2865.46641745 0.97973307 0.97025013 0.00948294
2865.48684906 0.95490054 0.94560273 0.00929781
2865.50728067 0.92071344 0.91329843 0.00741501
2865.67073355 0.85144317 0.86048462 -0.00904145
2865.69116526 0.85143205 0.86300440 -0.01157235
2865.71159677 0.85334798 0.86529497 -0.01194699
2865.73202838 0.86639520 0.87877124 -0.01237604
2865.75246009 0.89585351 0.90854093 -0.01268742
2865.77289160 0.92846183 0.94129395 -0.01283212
2865.79332321 0.95520439 0.96824726 -0.01304287
2865.81375492 0.96642536 0.97956844 -0.01314308
2865.83418643 0.96648210 0.97963711 -0.01315501
2865.85461804 0.96844653 0.98185864 -0.01341210
2865.87504975 0.97091253 0.98445247 -0.01353995
2865.89548136 0.97328821 0.98664925 -0.01336104
2865.91591297 0.97638499 0.98944184 -0.01305685
2865.93634458 0.97946058 0.99228872 -0.01282814
2865.95677619 0.98173298 0.99430403 -0.01257106
2865.97720780 0.98491269 0.99745797 -0.01254528
2865.99763941 0.98802477 0.99992931 -0.01190454
2866.01807102 0.99087433 1.00204621 -0.01117188
2866.03850273 0.99483590 1.00504793 -0.01021203
2866.05893423 0.99831238 1.00754162 -0.00922924
2866.07936584 1.00204394 1.01008458 -0.00804064
2866.09979755 1.00486576 1.01171598 -0.00685022
2866.12022906 1.00634280 1.01203978 -0.00569698
2866.16109238 1.01286420 1.01612215 -0.00325795
2866.18152389 1.01523179 1.01739764 -0.00216585
2866.20195560 1.01716204 1.01826915 -0.00110711
2866.22238720 1.01884120 1.01889949 -0.00005829
2866.24281871 1.02055876 1.01964034 0.00091841
2866.26325042 1.02117167 1.01961393 0.00155774
2866.28368203 1.02183054 1.01957101 0.00225953
2866.30411354 1.02105491 1.01810983 0.00294508
2866.32454525 1.02132198 1.01827314 0.00304884
2866.34497686 1.02087774 1.01744974 0.00342800
2866.36540846 1.02073611 1.01713541 0.00360069
2866.38584007 1.01994384 1.01630140 0.00364244
2866.40627168 1.01845780 1.01488157 0.00357622
2866.42670329 1.01752837 1.01417932 0.00334905
2866.44713490 1.01609199 1.01298162 0.00311037
2866.46756650 1.01470369 1.01163260 0.00307109
2866.48799811 1.01294300 1.01035727 0.00258573
2866.50842972 1.01123150 1.00925325 0.00197825
2866.52886133 1.00809971 1.00673897 0.00136074
2866.54929303 1.00686826 1.00628373 0.00058453
2866.56972454 1.00376067 1.00389911 -0.00013843
2866.59015615 1.00228940 1.00317898 -0.00088959
2866.61058786 1.00213849 1.00367519 -0.00153670
2866.65145107 0.99832685 1.00130258 -0.00297574
2866.67188268 0.99634177 1.00005806 -0.00371629
2866.69231419 0.98760562 0.99196031 -0.00435469
2866.71274589 0.97520371 0.97991663 -0.00471292
2866.73317750 0.96357752 0.96840142 -0.00482390
2866.75360901 0.95746672 0.96228572 -0.00481900
2866.77404072 0.95544748 0.96012593 -0.00467845
2866.79447232 0.95468244 0.95936073 -0.00467829
2866.81490383 0.95456293 0.95892093 -0.00435800
2866.83533554 0.95420924 0.95825153 -0.00404229
2866.85576714 0.95532675 0.95895892 -0.00363217
2866.89663036 0.96048940 0.96297406 -0.00248466
2866.91706196 0.96106020 0.96298920 -0.00192900
2866.93749367 0.96260031 0.96383239 -0.00123208
2866.95792518 0.96684453 0.96740354 -0.00055901
2866.97835678 0.97790243 0.97770812 0.00019431
2866.99878849 0.99102347 0.99003176 0.00099171
2867.01922010 1.00114470 0.99941567 0.00172904
2867.03965160 1.00457644 1.00212449 0.00245196
2867.06008331 1.00570114 1.00307881 0.00262233
2867.08051492 1.00722339 1.00430049 0.00292290
2867.10094642 1.00973608 1.00646450 0.00327158
2867.12137813 1.01052356 1.00710571 0.00341785
2867.14180963 1.01205110 1.00837799 0.00367311
2867.16224134 1.01311881 1.00930392 0.00381489
2867.18267295 1.01347109 1.00951685 0.00395424
2867.20310445 1.01478718 1.01067902 0.00410816
2867.22353616 1.01587210 1.01182511 0.00404699
2867.24396776 1.01637376 1.01259656 0.00377720
2867.26439927 1.01702557 1.01355339 0.00347218
2867.28483098 1.01653857 1.01347982 0.00305874
2867.30526258 1.01704216 1.01447134 0.00257082
2867.32569409 1.01770726 1.01577009 0.00193717
2867.34612579 1.01871806 1.01750971 0.00120835
2867.38698910 1.01649680 1.01693912 -0.00044232
2867.40742061 1.01443600 1.01584533 -0.00140933
2867.42785222 1.01359488 1.01578446 -0.00218958
2867.44828392 1.01271057 1.01537324 -0.00266267
2867.46871543 1.01101087 1.01437545 -0.00336457
2867.48914703 1.00928511 1.01350135 -0.00421625
2867.50957874 1.00723416 1.01236803 -0.00513386
2867.53001034 1.00440183 1.01045061 -0.00604878
2867.55044185 1.00226084 1.00855256 -0.00629172
2867.57087355 0.99931295 1.00621604 -0.00690309
2867.59130516 0.99824375 1.00568245 -0.00743870
2867.63216837 0.99292958 1.00132943 -0.00839985
2867.65259997 0.99079621 0.99959260 -0.00879639
2867.67303168 0.98864093 0.99754700 -0.00890607
2867.69346318 0.98730312 0.99625748 -0.00895436
2867.71389479 0.98524191 0.99398727 -0.00874536
2867.73432639 0.98445719 0.99267430 -0.00821711
2867.75475800 0.98195763 0.98931765 -0.00736002
2867.77518960 0.98002654 0.98656934 -0.00654280
2867.79562131 0.97793404 0.98385621 -0.00592217
2867.81605281 0.97701604 0.98251411 -0.00549807
2867.83648442 0.97679248 0.98174165 -0.00494917
2867.85691602 0.97547179 0.97988547 -0.00441368
2867.87734763 0.97540877 0.97933685 -0.00392809
2867.89777933 0.96932340 0.97287247 -0.00354907
2867.91821083 0.94671886 0.94994394 -0.00322508
2867.93864244 0.91550833 0.91833758 -0.00282925
2867.95907414 0.88257045 0.88491720 -0.00234676
2867.97950565 0.86083608 0.86268582 -0.00184974
2867.99993725 0.85614769 0.85735161 -0.00120392
2868.02036896 0.85276454 0.85320133 -0.00043679
2868.04080056 0.85179415 0.85144036 0.00035379
2868.06123206 0.85195120 0.85106879 0.00088241
2868.08166377 0.85323522 0.85193531 0.00129991
2868.12252698 0.85805551 0.85669610 0.00135941
2868.14295858 0.86247971 0.86126230 0.00121741
2868.16339019 0.87839255 0.87718379 0.00120876
2868.18382179 0.91139763 0.91007248 0.00132515
2868.20425339 0.94575691 0.94437253 0.00138438
2868.22468500 0.97285926 0.97149112 0.00136814
2868.24511670 0.98498447 0.98350234 0.00148213
2868.26554820 0.98594096 0.98441168 0.00152927
2868.28597981 0.98645349 0.98515426 0.00129923
2868.30641151 0.98766171 0.98660118 0.00106053
2868.32684302 0.98906531 0.98821059 0.00085472
2868.36770632 0.99263892 0.99271308 -0.00007416
2868.38813783 0.99491520 0.99564048 -0.00072528
2868.40856953 0.99727400 0.99853577 -0.00126177
2868.42900113 0.99849578 1.00040456 -0.00190878
2868.44943264 0.99977892 1.00234283 -0.00256391
2868.46986434 1.00039981 1.00347273 -0.00307292
2868.49029594 1.00222354 1.00568106 -0.00345752
2868.51072755 1.00398503 1.00766440 -0.00367937
2868.53115915 1.00590317 1.00949902 -0.00359585
2868.55159065 1.00832701 1.01192209 -0.00359508
2868.57202226 1.01006896 1.01338490 -0.00331594
2868.59245396 1.01033392 1.01330092 -0.00296700
2868.61288556 1.01205340 1.01459448 -0.00254109
2868.63331717 1.01197123 1.01397864 -0.00200741
2868.65374877 1.01392455 1.01502681 -0.00110226
2868.67418037 1.01384391 1.01467901 -0.00083510
2868.69461208 1.01584074 1.01570669 0.00013405
2868.71504358 1.01682541 1.01554104 0.00128436
2868.73547518 1.01939395 1.01695862 0.00243533
2868.75590689 1.02082216 1.01711163 0.00371053
2868.77633839 1.02117126 1.01608600 0.00508525
2868.79676999 1.02206057 1.01559621 0.00646436
2868.81720170 1.02431901 1.01650310 0.00781591
2868.85806490 1.02463223 1.01423561 0.01039662
2868.87849650 1.02484068 1.01340920 0.01143148
2868.89892801 1.02467286 1.01239443 0.01227843
2868.91935971 1.02470336 1.01176793 0.01293543
2868.93979131 1.02477448 1.01133045 0.01344402
2868.96022282 1.02459668 1.01070174 0.01389494
2868.98065452 1.02322582 1.00922115 0.01400467
2869.00108612 1.02200721 1.00814008 0.01386713
2869.02151762 1.01994235 1.00669639 0.01324596
2869.04194933 1.01826017 1.00557593 0.01268424
2869.06238093 1.01681389 1.00500044 0.01181346
2869.10324413 1.01395038 1.00429437 0.00965601
2869.12367574 1.00600801 0.99774527 0.00826274
2869.14410734 0.99197087 0.98515922 0.00681165
2869.16453904 0.97842966 0.97228573 0.00614393
2869.18497054 0.96807437 0.96271674 0.00535763
2869.20540215 0.96436060 0.96060991 0.00375069
2869.22583375 0.96193114 0.95974672 0.00218442
2869.24626535 0.96037663 0.95953439 0.00084224
2869.26669705 0.95918261 0.95880377 0.00037883
2869.28712856 0.95710790 0.95787876 -0.00077086
2869.30756026 0.95552723 0.95743880 -0.00191157
2869.36885507 0.95523253 0.95988000 -0.00464748
2869.38928667 0.96022641 0.96543720 -0.00521078
2869.40971817 0.97058580 0.97616138 -0.00557559
2869.43014987 0.98323955 0.98900782 -0.00576827
2869.45058147 0.99392201 0.99976593 -0.00584392
2869.47101298 0.99663942 1.00232278 -0.00568335
2869.49144468 0.99601261 1.00131919 -0.00530658
2869.51187628 0.99688627 1.00189125 -0.00500498
2869.53230798 0.99738656 1.00200841 -0.00462185
2869.55273948 0.99937473 1.00350418 -0.00412946
2869.57317109 1.00087147 1.00440347 -0.00353200
2869.59360279 1.00222179 1.00526030 -0.00303851
2869.61403429 1.00462871 1.00710232 -0.00247361
2869.63446589 1.00648431 1.00835088 -0.00186657
2869.65489759 1.00981422 1.01145315 -0.00163893
2869.67532920 1.01130295 1.01213926 -0.00083631
2869.69576070 1.01308579 1.01307475 0.00001104
2869.71619240 1.01460084 1.01364241 0.00095843
2869.73662400 1.01619170 1.01427524 0.00191646
2869.75705560 1.01671884 1.01394195 0.00277689
2869.77748721 1.01852203 1.01492213 0.00359990
2869.79791881 1.02075934 1.01634697 0.00441236
2869.83878201 1.02198517 1.01630367 0.00568150
2869.85921361 1.02236186 1.01603670 0.00632516
2869.87964522 1.02289484 1.01613585 0.00675899
2869.90007682 1.02394239 1.01681568 0.00712671
2869.92050832 1.02320260 1.01551893 0.00768367
2869.94094002 1.02263283 1.01455329 0.00807954
2869.96137162 1.02170891 1.01335967 0.00834924
2869.98180332 1.02063938 1.01217817 0.00846121
2870.00223483 1.01898656 1.01064587 0.00834069
2870.02266643 1.01736312 1.00908239 0.00828073
2870.04309813 1.01511751 1.00684323 0.00827427
2870.08396123 1.01257996 1.00467261 0.00790735
2870.10439293 1.00885031 1.00104621 0.00780410
2870.12482444 1.00621021 0.99851152 0.00769869
2870.14525604 1.00285946 0.99527292 0.00758654
2870.16568774 1.00069053 0.99321238 0.00747815
2870.18611924 0.99819358 0.99065949 0.00753410
2870.20655084 0.99642573 0.98894317 0.00748256
2870.22698254 0.99421711 0.98666348 0.00755362
2870.24741414 0.99268613 0.98508600 0.00760013
2870.26784575 0.99086098 0.98350702 0.00735396
2870.28827735 0.98975000 0.98253003 0.00721997
2870.32914055 0.97999464 0.97280866 0.00718598
2870.34957215 0.95559987 0.94831138 0.00728849
2870.37000375 0.92317722 0.91557197 0.00760525
2870.39043545 0.89028620 0.88234612 0.00794008
2870.41086696 0.86979782 0.86138940 0.00840842
2870.43129856 0.86362740 0.85451520 0.00911220
2870.45173026 0.86061038 0.85061002 0.01000036
2870.47216176 0.86094164 0.85000077 0.01094087
2870.49259346 0.86190991 0.85039821 0.01151170
2870.51302496 0.86442999 0.85211215 0.01231784
2870.53345656 0.86799359 0.85489469 0.01309890
2870.55388826 0.87080989 0.85694361 0.01386629
2870.57431977 0.87704131 0.86248534 0.01455597
2870.59475137 0.89421276 0.87906488 0.01514788
2870.61518307 0.92674640 0.91098383 0.01576257
2870.63561457 0.96184925 0.94547911 0.01637014
2870.65604617 0.98883289 0.97190209 0.01693080
2870.67647787 1.00030959 0.98292188 0.01738771
2870.69690937 1.00289515 0.98526359 0.01763157
2870.71734108 1.00519665 0.98757618 0.01762046
2870.73777268 1.00693230 0.98962950 0.01730280
2870.75820428 1.00818277 0.99147041 0.01671236
2870.77863588 1.00971451 0.99376929 0.01594522
2870.81949908 1.01344801 1.00022196 0.01322605
2870.83993068 1.01297681 1.00135144 0.01162537
2870.86036228 1.01323781 1.00333078 0.00990703
2870.88079398 1.01258227 1.00353299 0.00904928
2870.90122559 1.01264283 1.00572531 0.00691752
2870.92165709 1.01232565 1.00769263 0.00463302
2870.94208879 1.01272412 1.01026691 0.00245721
2870.96252039 1.01180158 1.01151131 0.00029027
2870.98295189 1.01091363 1.01158694 -0.00067331
2871.00338359 1.00914485 1.01178069 -0.00263585
2871.02381519 1.00860662 1.01311451 -0.00450789
2871.06467840 1.00690881 1.01488989 -0.00798108
2871.08511000 1.00537393 1.01488684 -0.00951291
2871.10554170 1.00390735 1.01466356 -0.01075621
2871.12597320 1.00290879 1.01469693 -0.01178814
2871.14640480 1.00250580 1.01546577 -0.01295996
2871.16683640 1.00144353 1.01539691 -0.01395338
2871.18726800 1.00027666 1.01483716 -0.01456050
2871.20769960 0.99963161 1.01464412 -0.01501251
2871.22813130 0.99823958 1.01309468 -0.01485510
2871.24856281 0.99597766 1.01090259 -0.01492493
2871.26899441 0.99644227 1.01107351 -0.01463124
2871.30985761 0.99440264 1.00810729 -0.01370466
2871.33028931 0.99347485 1.00663455 -0.01315970
2871.35072081 0.99374833 1.00624493 -0.01249660
2871.37115241 0.99367941 1.00550924 -0.01182983
2871.39158411 0.99418671 1.00528247 -0.01109576
2871.41201571 0.99490935 1.00536077 -0.01045142
2871.43244722 0.99589755 1.00549706 -0.00959952
2871.45287892 0.99662653 1.00554066 -0.00891413
2871.47331052 0.99681548 1.00536118 -0.00854571
2871.49374202 0.99729055 1.00499462 -0.00770406
2871.51417372 0.99762010 1.00442618 -0.00680608
2871.53460532 0.99678808 1.00290091 -0.00611283
2871.55503702 0.99017086 0.99569558 -0.00552473
2871.57546852 0.97760725 0.98256311 -0.00495586
2871.59590013 0.96624152 0.97071609 -0.00447457
2871.61633183 0.95938530 0.96361902 -0.00423372
2871.63676333 0.95889895 0.96266144 -0.00376249
2871.65719493 0.95994413 0.96328018 -0.00333605
2871.67762663 0.96030116 0.96306907 -0.00276791
2871.69805813 0.95937884 0.96162640 -0.00224756
2871.71848973 0.95880612 0.96048212 -0.00167600
2871.73892143 0.95851868 0.95960913 -0.00109045
2871.75935293 0.95897955 0.95938835 -0.00040879
2871.80021624 0.96195356 0.96120458 0.00074898
2871.82064774 0.96806197 0.96670959 0.00135238
2871.84107944 0.97941027 0.97745301 0.00195726
2871.86151104 0.99292281 0.99074901 0.00217380
2871.88194264 1.00301940 1.00019584 0.00282356
2871.90237424 1.00681204 1.00321077 0.00360127
2871.92280584 1.00695531 1.00257760 0.00437771
2871.94323735 1.00739599 1.00221498 0.00518101
2871.96366905 1.01061184 1.00502945 0.00558239
2871.98410065 1.01201712 1.00567541 0.00634170
2872.00453225 1.01417815 1.00706104 0.00711711
2872.04539545 1.01576666 1.00730418 0.00846248
2872.06582705 1.01743951 1.00833841 0.00910110
2872.08625865 1.01880086 1.00890692 0.00989394
2872.10669026 1.02101177 1.01031158 0.01070019
2872.12712196 1.02318052 1.01154766 0.01163286
2872.14755346 1.02510022 1.01269561 0.01240461
2872.16798506 1.02627710 1.01310549 0.01317161
2872.18841676 1.02813733 1.01429055 0.01384678
2872.20884826 1.02914453 1.01502648 0.01411805
2872.22927996 1.02975491 1.01504715 0.01470775
2872.24971156 1.03260018 1.01741961 0.01518058
2872.27014307 1.03298601 1.01747906 0.01550695
2872.29057477 1.03423672 1.01832903 0.01590770
2872.31100637 1.03330977 1.01719259 0.01611717
2872.33143787 1.03352837 1.01728121 0.01624716
2872.35186957 1.03354505 1.01707072 0.01647433
2872.37230117 1.03202875 1.01567113 0.01635761
2872.39273277 1.02981191 1.01365042 0.01616149
2872.41316438 1.02814574 1.01220512 0.01594062
2872.43359598 1.02470213 1.00923886 0.01546327
2872.45402768 1.02358610 1.00875572 0.01483037
2872.47445918 1.02183217 1.00778295 0.01404922
2872.49489078 1.01863980 1.00551404 0.01312576
2872.53575408 1.01246328 1.00168772 0.01077557
2872.55618559 1.00964929 1.00012494 0.00952435
2872.57661719 1.00664143 0.99826553 0.00837590
2872.59704889 1.00386940 0.99602891 0.00784049
2872.61748039 1.00002748 0.99336105 0.00666643
2872.63791209 0.99590540 0.99060616 0.00529925
2872.65834359 0.99177447 0.98779209 0.00398239
2872.67877530 0.98731807 0.98453992 0.00277815
2872.69920690 0.98415937 0.98179499 0.00236438
2872.71963840 0.98081297 0.97951390 0.00129907
2872.74007010 0.97936499 0.97913056 0.00023443
2872.78093320 0.94286543 0.94514214 -0.00227671
2872.80136491 0.90966546 0.91311644 -0.00345097
2872.82179651 0.87618203 0.88069776 -0.00451573
2872.84222821 0.85738880 0.86245920 -0.00507040
2872.86265971 0.85284253 0.85892762 -0.00608509
2872.88309131 0.84932237 0.85617416 -0.00685178
2872.90352301 0.84781711 0.85529130 -0.00747418
2872.92395452 0.84598536 0.85422723 -0.00824188
2872.94438612 0.84557004 0.85402007 -0.00845004
2872.96481782 0.84597116 0.85482795 -0.00885679
2872.98524932 0.84789626 0.85713381 -0.00923755
2873.02611263 0.86236372 0.87251370 -0.01014998
2873.04654413 0.89433381 0.90493829 -0.01060448
2873.06697583 0.92852822 0.93937683 -0.01084861
2873.08740743 0.95578118 0.96694934 -0.01116816
2873.10783903 0.96775781 0.97873124 -0.01097342
2873.12827064 0.97037469 0.98095985 -0.01058517
2873.14870224 0.97254717 0.98244701 -0.00989984
2873.16913384 0.97504480 0.98432851 -0.00928371
2873.18956554 0.97717112 0.98590347 -0.00873235
2873.20999704 0.98120787 0.98893013 -0.00772225
2873.23042865 0.98442892 0.99132188 -0.00689296
2873.27129185 0.99266278 0.99787827 -0.00521549
2873.29172355 0.99629999 1.00060660 -0.00430661
2873.31215505 1.00101745 1.00452914 -0.00351168
2873.33258666 1.00405361 1.00709545 -0.00304184
2873.35301836 1.00757039 1.00961120 -0.00204080
2873.37344986 1.00931081 1.01019782 -0.00088701
2873.39388146 1.01208500 1.01188212 0.00020287
2873.41431317 1.01405947 1.01281680 0.00124267
2873.43474467 1.01615617 1.01451391 0.00164225
2873.45517627 1.01809022 1.01553746 0.00255277
2873.47560797 1.01981547 1.01650320 0.00331228
2873.51647118 1.02276934 1.01829102 0.00447832
2873.53690278 1.02283979 1.01782114 0.00501865
2873.55733428 1.02325443 1.01797348 0.00528094
2873.57776599 1.02407716 1.01858990 0.00548726
2873.59819759 1.02444047 1.01861479 0.00582568
2873.61862919 1.02448357 1.01829418 0.00618939
2873.63906079 1.02337089 1.01686464 0.00650626
2873.65949240 1.02272146 1.01600034 0.00672112
2873.67992400 1.02155385 1.01488496 0.00666888
2873.70035560 1.02022502 1.01343652 0.00678849
2873.72078720 1.01805995 1.01126542 0.00679453
2873.76165051 1.01659825 1.00996246 0.00663579
2873.78208201 1.01532203 1.00891677 0.00640525
