#Time Flux Flux-Trend Trend
2860.93059715 -0.00696740 -0.00100169 -0.00596571
2860.95102888 -0.00661581 -0.00039857 -0.00621724
2860.97146051 -0.00632173 0.00012127 -0.00644300
2860.99189205 -0.00611046 0.00059059 -0.00670105
2861.01232378 -0.00613613 0.00080876 -0.00694489
2861.03275531 -0.00599741 0.00119969 -0.00719710
2861.05318694 -0.00617917 0.00125642 -0.00743558
2861.07361867 -0.00666430 0.00108763 -0.00775193
2861.09405020 -0.00714297 0.00098099 -0.00812396
2861.11448183 -0.00754732 0.00084573 -0.00839305
2861.13491356 -0.00807064 0.00068685 -0.00875749
2861.15534509 -0.00877448 0.00028960 -0.00906408
2861.17577672 -0.00939185 0.00005572 -0.00944757
2861.19620845 -0.01008336 -0.00028926 -0.00979411
2861.21664008 -0.01065453 -0.00046504 -0.01018950
2861.23707171 -0.01122158 -0.00069839 -0.01052318
2861.25750334 -0.01182160 -0.00099433 -0.01082727
2861.27793497 -0.01230215 -0.00111288 -0.01118927
2861.29836660 -0.01270482 -0.00120858 -0.01149625
2861.31879823 -0.01296626 -0.00125978 -0.01170649
2861.33922946 -0.01349135 -0.00151423 -0.01197711
2861.35966119 -0.01378816 -0.00163967 -0.01214849
2861.38009282 -0.01403873 -0.00176579 -0.01227293
2861.40052434 -0.01423950 -0.00194366 -0.01229585
2861.42095607 -0.01409294 -0.00190969 -0.01218325
2861.44138770 -0.01382377 -0.00187896 -0.01194481
2861.46181923 -0.01336329 -0.00174079 -0.01162250
2861.50268259 -0.01198336 -0.00128039 -0.01070297
2861.52311422 -0.01094879 -0.00087306 -0.01007573
2861.54354584 -0.00956437 -0.00009814 -0.00946623
2861.56397737 -0.00800023 0.00074973 -0.00874997
2861.58440910 -0.00627662 0.00163774 -0.00791436
2861.60484073 -0.00451433 0.00250674 -0.00702107
2861.62527226 -0.00263886 0.00339259 -0.00603144
2861.64570398 -0.00063446 0.00439600 -0.00503046
2861.66613561 0.00053740 0.00504443 -0.00450703
2861.68656724 0.00259690 0.00603045 -0.00343355
2861.70699886 0.00450934 0.00686262 -0.00235328
2861.72743049 0.00623213 0.00748949 -0.00125736
2861.74786212 0.00786028 0.00817073 -0.00031046
2861.76829375 0.00919804 0.00862643 0.00057161
2861.78872537 0.01038718 0.00914789 0.00123929
2861.80915710 0.01129865 0.00946520 0.00183345
2861.82958873 0.01196707 0.00967756 0.00228951
2861.85002025 0.01276575 0.01005905 0.00270670
2861.87045198 0.01344104 0.01036004 0.00308100
2861.89088360 0.01395729 0.01045659 0.00350070
2861.91131513 0.01333065 0.00973951 0.00359114
2861.93174686 0.01224868 0.00875229 0.00349638
2861.95217848 0.01104828 0.00781528 0.00323300
2861.97261001 0.00955453 0.00681383 0.00274070
2861.99304173 0.00783058 0.00568307 0.00214750
2862.07476824 -0.00009445 0.00081703 -0.00091148
2862.09519996 -0.00255499 -0.00063465 -0.00192033
2862.11563149 -0.00495581 -0.00198550 -0.00297031
2862.13606311 -0.00731446 -0.00342790 -0.00388656
2862.15649484 -0.00958032 -0.00476709 -0.00481322
2862.17692636 -0.01168319 -0.00602221 -0.00566098
2862.19735799 -0.01223097 -0.00635010 -0.00588088
2862.23822123 -0.01326623 -0.00702537 -0.00624086
2862.25865286 -0.01450594 -0.00781442 -0.00669152
2862.27908458 -0.01540456 -0.00829226 -0.00711229
2862.29951611 -0.01616300 -0.00874964 -0.00741336
2862.31994773 -0.01683486 -0.00931640 -0.00751847
2862.34037946 -0.01735309 -0.00976369 -0.00758940
2862.36081098 -0.01753247 -0.00997517 -0.00755729
2862.38124270 -0.01748740 -0.01002527 -0.00746212
2862.40167433 -0.01703607 -0.00977604 -0.00726003
2862.42210585 -0.01650049 -0.00942625 -0.00707424
2862.44253757 -0.01579841 -0.00903298 -0.00676543
2862.46296920 -0.01501182 -0.00866114 -0.00635068
2862.48340072 -0.01402183 -0.00819320 -0.00582863
2862.50383244 -0.01288762 -0.00766045 -0.00522717
2862.52426407 -0.01168442 -0.00710097 -0.00458345
2862.54469559 -0.01031163 -0.00641182 -0.00389981
2862.56512731 -0.00872064 -0.00561028 -0.00311036
2862.58555893 -0.00715175 -0.00478531 -0.00236644
2862.60599066 -0.00538516 -0.00381250 -0.00157266
2862.62642218 -0.00367574 -0.00291540 -0.00076033
2862.64685380 -0.00203841 -0.00205968 0.00002128
2862.66728552 -0.00042624 -0.00118477 0.00075853
2862.68771705 0.00109300 -0.00049509 0.00158808
2862.70814867 0.00247978 0.00008211 0.00239766
2862.72858039 0.00365370 0.00041318 0.00324052
2862.74901191 0.00471817 0.00075381 0.00396436
2862.76944353 0.00545548 0.00076718 0.00468831
2862.78987526 0.00607096 0.00075100 0.00531995
2862.81030688 0.00664273 0.00076094 0.00588179
2862.83073840 0.00702004 0.00063048 0.00638956
2862.85117012 0.00740123 0.00061981 0.00678142
2862.87160174 0.00773486 0.00060636 0.00712851
2862.89203336 0.00799437 0.00059811 0.00739626
2862.91246498 0.00810279 0.00049330 0.00760948
2862.93289651 0.00821415 0.00040145 0.00781270
2862.95332823 0.00808147 0.00015568 0.00792578
2862.97375985 0.00791248 -0.00017681 0.00808929
2862.99419147 0.00771636 -0.00054725 0.00826361
2863.01462309 0.00752838 -0.00092385 0.00845224
2863.03505471 0.00730679 -0.00122009 0.00852689
2863.05548623 0.00647492 -0.00183469 0.00830961
2863.21893929 0.00600563 0.00046828 0.00553735
2863.23937101 0.00552738 0.00036936 0.00515802
2863.25980253 0.00552738 0.00036936 0.00515802
2863.28023415 0.00552738 0.00036936 0.00515802
2863.30066587 0.00984680 0.00157059 0.00827621
2863.46411892 0.03134081 0.00921483 0.02212599
2863.48455044 0.03369146 0.01019232 0.02349914
2863.50498206 0.03356193 0.01045562 0.02310632
2863.52541378 0.03327093 0.01059605 0.02267488
2863.54584529 0.03281112 0.01059509 0.02221603
2863.56627691 0.03225529 0.01054316 0.02171214
2863.58670863 0.03154163 0.01035521 0.02118641
2863.60714015 0.03073660 0.01010549 0.02063111
2863.62757177 0.02976278 0.00964462 0.02011817
2863.64800348 0.02858495 0.00931160 0.01927335
2863.66843500 0.02724693 0.00898620 0.01826073
2863.68886662 0.02563175 0.00847221 0.01715954
2863.70929824 0.02380871 0.00778593 0.01602278
2863.72972985 0.02173497 0.00704631 0.01468866
2863.75016157 0.01936861 0.00602279 0.01334582
2863.77059309 0.01681553 0.00493232 0.01188322
2863.79102471 0.01419549 0.00386271 0.01033278
2863.81145642 0.01141028 0.00272263 0.00868765
2863.83188804 0.00835747 0.00135292 0.00700456
2863.85231956 0.00538714 0.00001579 0.00537135
2863.87275127 0.00235335 -0.00136267 0.00371602
2863.89318289 -0.00054774 -0.00260355 0.00205581
2863.91361441 -0.00338206 -0.00382634 0.00044427
2863.93404612 -0.00610210 -0.00498525 -0.00111685
2863.95447774 -0.00873980 -0.00613231 -0.00260749
2863.97490926 -0.01113143 -0.00696957 -0.00416187
2863.99534097 -0.01337390 -0.00789117 -0.00548272
2864.01577259 -0.01543771 -0.00864627 -0.00679144
2864.03620431 -0.01732067 -0.00936052 -0.00796015
2864.05663582 -0.01888139 -0.00980124 -0.00908015
2864.07706744 -0.02012416 -0.01013264 -0.00999152
2864.09749915 -0.02090498 -0.01003470 -0.01087028
2864.11793067 -0.02155491 -0.00996053 -0.01159439
2864.13836229 -0.02191019 -0.00974507 -0.01216513
2864.15879400 -0.02217790 -0.00961254 -0.01256536
2864.17922552 -0.02204264 -0.00919552 -0.01284712
2864.19965713 -0.02178024 -0.00875621 -0.01302403
2864.22008885 -0.02127389 -0.00821049 -0.01306340
2864.24052036 -0.02064028 -0.00771165 -0.01292863
2864.26095198 -0.02048317 -0.00751116 -0.01297200
2864.28138369 -0.01939065 -0.00667466 -0.01271599
2864.30181531 -0.01826136 -0.00580473 -0.01245663
2864.32224692 -0.01707789 -0.00498610 -0.01209179
2864.34267854 -0.01584767 -0.00403130 -0.01181636
2864.36311015 -0.01469012 -0.00332736 -0.01136276
2864.38354177 -0.01342187 -0.00245355 -0.01096831
2864.40397338 -0.01221449 -0.00171156 -0.01050292
2864.44483661 -0.01010920 -0.00057866 -0.00953054
2864.46526823 -0.00920399 -0.00017935 -0.00902464
2864.48569974 -0.00851349 0.00002995 -0.00854344
2864.50613146 -0.00788377 0.00037352 -0.00825729
2864.52656307 -0.00697129 0.00084154 -0.00781283
2864.54699458 -0.00625550 0.00111219 -0.00736769
2864.56742630 -0.00562987 0.00135546 -0.00698533
2864.58785791 -0.00515786 0.00151493 -0.00667279
2864.60828963 -0.00516731 0.00138297 -0.00655028
2864.62872114 -0.00506004 0.00126180 -0.00632183
2864.64915275 -0.00495983 0.00108498 -0.00604481
2864.69001598 -0.00481366 0.00061417 -0.00542783
2864.71044760 -0.00469683 0.00053289 -0.00522972
2864.73087931 -0.00461775 0.00033333 -0.00495108
2864.75131082 -0.00459420 0.00013419 -0.00472839
2864.77174244 -0.00457890 -0.00005174 -0.00452717
2864.79217415 -0.00443881 -0.00017144 -0.00426737
2864.81260576 -0.00423094 -0.00016774 -0.00406320
2864.83303738 -0.00397320 -0.00015429 -0.00381890
2864.85346899 -0.00376904 -0.00009513 -0.00367392
2864.87390060 -0.00361342 -0.00022090 -0.00339252
2864.89433221 -0.00331311 -0.00018442 -0.00312869
2864.91476383 -0.00285347 -0.00003071 -0.00282276
2864.93519544 -0.00236220 0.00014493 -0.00250713
2864.95562715 -0.00182734 0.00033845 -0.00216579
2864.97605867 -0.00106699 0.00071070 -0.00177769
2864.99649028 -0.00072695 0.00088328 -0.00161023
2865.01692199 0.00017265 0.00142247 -0.00124982
2865.03735350 0.00131094 0.00229583 -0.00098489
2865.05778511 0.00234427 0.00306625 -0.00072198
2865.07821673 0.00325413 0.00378866 -0.00053454
2865.09864834 0.00418368 0.00449994 -0.00031627
2865.11908005 0.00510734 0.00520758 -0.00010024
2865.13951156 0.00592007 0.00582003 0.00010005
2865.18037489 0.00735917 0.00679927 0.00055990
2865.20080640 0.00792071 0.00717556 0.00074515
2865.22123801 0.00833966 0.00742766 0.00091200
2865.24166972 0.00875739 0.00775580 0.00100158
2865.26210123 0.00900514 0.00786140 0.00114374
2865.28253285 0.00926731 0.00810543 0.00116188
2865.30296456 0.00964067 0.00839190 0.00124877
2865.32339607 0.00992992 0.00862128 0.00130864
2865.34382768 0.00992366 0.00854948 0.00137419
2865.36425939 0.00999742 0.00863137 0.00136605
2865.38469100 0.00988513 0.00850453 0.00138060
2865.42555422 0.00975951 0.00821391 0.00154560
2865.44598584 0.00965392 0.00801397 0.00163996
2865.46641745 0.00948294 0.00770845 0.00177449
2865.48684906 0.00929781 0.00745484 0.00184297
2865.50728067 0.00741501 0.00621693 0.00119808
2865.67073355 -0.00904145 -0.00371354 -0.00532791
2865.69116526 -0.01157235 -0.00551494 -0.00605740
2865.71159677 -0.01194699 -0.00595331 -0.00599367
2865.73202838 -0.01237604 -0.00645116 -0.00592488
2865.75246009 -0.01268742 -0.00689863 -0.00578879
2865.77289160 -0.01283212 -0.00707631 -0.00575581
2865.79332321 -0.01304287 -0.00735274 -0.00569014
2865.81375492 -0.01314308 -0.00750467 -0.00563841
2865.83418643 -0.01315501 -0.00753688 -0.00561812
2865.85461804 -0.01341210 -0.00778586 -0.00562624
2865.87504975 -0.01353995 -0.00807126 -0.00546868
2865.89548136 -0.01336104 -0.00807404 -0.00528701
2865.91591297 -0.01305685 -0.00793007 -0.00512678
2865.93634458 -0.01282814 -0.00788758 -0.00494056
2865.95677619 -0.01257106 -0.00784204 -0.00472902
2865.97720780 -0.01254528 -0.00788466 -0.00466062
2865.99763941 -0.01190454 -0.00757838 -0.00432616
2866.01807102 -0.01117188 -0.00705373 -0.00411814
2866.03850273 -0.01021203 -0.00636832 -0.00384371
2866.05893423 -0.00922924 -0.00573559 -0.00349366
2866.07936584 -0.00804064 -0.00491920 -0.00312144
2866.09979755 -0.00685022 -0.00408187 -0.00276836
2866.12022906 -0.00569698 -0.00342393 -0.00227306
2866.16109238 -0.00325795 -0.00181863 -0.00143932
2866.18152389 -0.00216585 -0.00125853 -0.00090733
2866.20195560 -0.00110711 -0.00071975 -0.00038736
2866.22238720 -0.00005829 -0.00020576 0.00014746
2866.24281871 0.00091841 0.00029255 0.00062587
2866.26325042 0.00155774 0.00048849 0.00106926
2866.28368203 0.00225953 0.00080010 0.00145943
2866.30411354 0.00294508 0.00110529 0.00183979
2866.32454525 0.00304884 0.00116929 0.00187955
2866.34497686 0.00342800 0.00140921 0.00201879
2866.36540846 0.00360069 0.00140716 0.00219353
2866.38584007 0.00364244 0.00140997 0.00223247
2866.40627168 0.00357622 0.00134043 0.00223579
2866.42670329 0.00334905 0.00122442 0.00212464
2866.44713490 0.00311037 0.00113196 0.00197841
2866.46756650 0.00307109 0.00113139 0.00193970
2866.48799811 0.00258573 0.00091695 0.00166878
2866.50842972 0.00197825 0.00062880 0.00134945
2866.52886133 0.00136074 0.00046546 0.00089528
2866.54929303 0.00058453 0.00018454 0.00039999
2866.56972454 -0.00013843 0.00005968 -0.00019812
2866.59015615 -0.00088959 -0.00010744 -0.00078214
2866.61058786 -0.00153670 -0.00020077 -0.00133594
2866.65145107 -0.00297574 -0.00042322 -0.00255252
2866.67188268 -0.00371629 -0.00060060 -0.00311568
2866.69231419 -0.00435469 -0.00072518 -0.00362951
2866.71274589 -0.00471292 -0.00074311 -0.00396981
2866.73317750 -0.00482390 -0.00042806 -0.00439584
2866.75360901 -0.00481900 0.00000156 -0.00482056
2866.77404072 -0.00467845 0.00047465 -0.00515310
2866.79447232 -0.00467829 0.00088091 -0.00555920
2866.81490383 -0.00435800 0.00127570 -0.00563371
2866.83533554 -0.00404229 0.00180647 -0.00584876
2866.85576714 -0.00363217 0.00236586 -0.00599803
2866.89663036 -0.00248466 0.00360421 -0.00608888
2866.91706196 -0.00192900 0.00407076 -0.00599976
2866.93749367 -0.00123208 0.00463895 -0.00587102
2866.95792518 -0.00055901 0.00516267 -0.00572168
2866.97835678 0.00019431 0.00568983 -0.00549552
2866.99878849 0.00099171 0.00630480 -0.00531309
2867.01922010 0.00172904 0.00677559 -0.00504656
2867.03965160 0.00245196 0.00725712 -0.00480516
2867.06008331 0.00262233 0.00719598 -0.00457365
2867.08051492 0.00292290 0.00714871 -0.00422581
2867.10094642 0.00327158 0.00707695 -0.00380537
2867.12137813 0.00341785 0.00678380 -0.00336595
2867.14180963 0.00367311 0.00651774 -0.00284462
2867.16224134 0.00381489 0.00613695 -0.00232207
2867.18267295 0.00395424 0.00576584 -0.00181160
2867.20310445 0.00410816 0.00568827 -0.00158011
2867.22353616 0.00404699 0.00517329 -0.00112630
2867.24396776 0.00377720 0.00439165 -0.00061445
2867.26439927 0.00347218 0.00357947 -0.00010729
2867.28483098 0.00305874 0.00270208 0.00035667
2867.30526258 0.00257082 0.00177908 0.00079174
2867.32569409 0.00193717 0.00073935 0.00119782
2867.34612579 0.00120835 -0.00039719 0.00160554
2867.38698910 -0.00044232 -0.00265593 0.00221361
2867.40742061 -0.00140933 -0.00384585 0.00243651
2867.42785222 -0.00218958 -0.00481501 0.00262543
2867.44828392 -0.00266267 -0.00539129 0.00272862
2867.46871543 -0.00336457 -0.00605119 0.00268661
2867.48914703 -0.00421625 -0.00686645 0.00265020
2867.50957874 -0.00513386 -0.00767496 0.00254110
2867.53001034 -0.00604878 -0.00840505 0.00235627
2867.55044185 -0.00629172 -0.00849532 0.00220360
2867.57087355 -0.00690309 -0.00899095 0.00208786
2867.59130516 -0.00743870 -0.00934631 0.00190761
2867.63216837 -0.00839985 -0.00988879 0.00148893
2867.65259997 -0.00879639 -0.01008183 0.00128544
2867.67303168 -0.00890607 -0.00995705 0.00105098
2867.69346318 -0.00895436 -0.00979060 0.00083624
2867.71389479 -0.00874536 -0.00940691 0.00066155
2867.73432639 -0.00821711 -0.00870252 0.00048541
2867.75475800 -0.00736002 -0.00762972 0.00026970
2867.77518960 -0.00654280 -0.00659158 0.00004878
2867.79562131 -0.00592217 -0.00586960 -0.00005257
2867.81605281 -0.00549807 -0.00532946 -0.00016861
2867.83648442 -0.00494917 -0.00464286 -0.00030631
2867.85691602 -0.00441368 -0.00411115 -0.00030253
2867.87734763 -0.00392809 -0.00364334 -0.00028475
2867.89777933 -0.00354907 -0.00327803 -0.00027104
2867.91821083 -0.00322508 -0.00293613 -0.00028895
2867.93864244 -0.00282925 -0.00251322 -0.00031603
2867.95907414 -0.00234676 -0.00207923 -0.00026753
2867.97950565 -0.00184974 -0.00168296 -0.00016677
2867.99993725 -0.00120392 -0.00107977 -0.00012415
2868.02036896 -0.00043679 -0.00040767 -0.00002912
2868.04080056 0.00035379 0.00026384 0.00008995
2868.06123206 0.00088241 0.00069625 0.00018616
2868.08166377 0.00129991 0.00095095 0.00034896
2868.12252698 0.00135941 0.00074803 0.00061139
2868.14295858 0.00121741 0.00043119 0.00078623
2868.16339019 0.00120876 0.00028827 0.00092049
2868.18382179 0.00132515 0.00026940 0.00105575
2868.20425339 0.00138438 0.00040479 0.00097960
2868.22468500 0.00136814 0.00042419 0.00094395
2868.24511670 0.00148213 0.00067523 0.00080691
2868.26554820 0.00152927 0.00093203 0.00059724
2868.28597981 0.00129923 0.00092096 0.00037827
2868.30641151 0.00106053 0.00102943 0.00003110
2868.32684302 0.00085472 0.00128459 -0.00042987
2868.36770632 -0.00007416 0.00122432 -0.00129848
2868.38813783 -0.00072528 0.00110666 -0.00183195
2868.40856953 -0.00126177 0.00107458 -0.00233634
2868.42900113 -0.00190878 0.00101998 -0.00292876
2868.44943264 -0.00256391 0.00084460 -0.00340851
2868.46986434 -0.00307292 0.00082966 -0.00390258
2868.49029594 -0.00345752 0.00087666 -0.00433419
2868.51072755 -0.00367937 0.00110366 -0.00478302
2868.53115915 -0.00359585 0.00127942 -0.00487527
2868.55159065 -0.00359508 0.00159839 -0.00519347
2868.57202226 -0.00331594 0.00218923 -0.00550517
2868.59245396 -0.00296700 0.00268683 -0.00565383
2868.61288556 -0.00254109 0.00314422 -0.00568530
2868.63331717 -0.00200741 0.00359809 -0.00560549
2868.65374877 -0.00110226 0.00428463 -0.00538689
2868.67418037 -0.00083510 0.00451445 -0.00534955
2868.69461208 0.00013405 0.00495053 -0.00481648
2868.71504358 0.00128436 0.00548722 -0.00420286
2868.73547518 0.00243533 0.00589698 -0.00346165
2868.75590689 0.00371053 0.00643644 -0.00272591
2868.77633839 0.00508525 0.00708099 -0.00199573
2868.79676999 0.00646436 0.00765383 -0.00118947
2868.81720170 0.00781591 0.00813055 -0.00031464
2868.85806490 0.01039662 0.00893558 0.00146105
2868.87849650 0.01143148 0.00894811 0.00248337
2868.89892801 0.01227843 0.00883094 0.00344749
2868.91935971 0.01293543 0.00887966 0.00405578
2868.93979131 0.01344402 0.00841695 0.00502707
2868.96022282 0.01389494 0.00794677 0.00594817
2868.98065452 0.01400467 0.00735572 0.00664895
2869.00108612 0.01386713 0.00654315 0.00732398
2869.02151762 0.01324596 0.00585709 0.00738887
2869.04194933 0.01268424 0.00495394 0.00773030
2869.06238093 0.01181346 0.00391356 0.00789990
2869.10324413 0.00965601 0.00157234 0.00808367
2869.12367574 0.00826274 0.00010330 0.00815944
2869.14410734 0.00681165 -0.00125727 0.00806892
2869.16453904 0.00614393 -0.00198107 0.00812500
2869.18497054 0.00535763 -0.00277260 0.00813024
2869.20540215 0.00375069 -0.00404963 0.00780032
2869.22583375 0.00218442 -0.00508387 0.00726829
2869.24626535 0.00084224 -0.00601006 0.00685231
2869.26669705 0.00037883 -0.00612962 0.00650845
2869.28712856 -0.00077086 -0.00677132 0.00600046
2869.30756026 -0.00191157 -0.00733382 0.00542225
2869.36885507 -0.00464748 -0.00854674 0.00389927
2869.38928667 -0.00521078 -0.00864241 0.00343163
2869.40971817 -0.00557559 -0.00864912 0.00307353
2869.43014987 -0.00576827 -0.00851359 0.00274532
2869.45058147 -0.00584392 -0.00822601 0.00238209
2869.47101298 -0.00568335 -0.00775929 0.00207594
2869.49144468 -0.00530658 -0.00715085 0.00184426
2869.51187628 -0.00500498 -0.00674671 0.00174172
2869.53230798 -0.00462185 -0.00637875 0.00175690
2869.55273948 -0.00412946 -0.00577984 0.00165038
2869.57317109 -0.00353200 -0.00517465 0.00164264
2869.59360279 -0.00303851 -0.00462258 0.00158407
2869.61403429 -0.00247361 -0.00419765 0.00172404
2869.63446589 -0.00186657 -0.00366485 0.00179828
2869.65489759 -0.00163893 -0.00344499 0.00180607
2869.67532920 -0.00083631 -0.00282845 0.00199214
2869.69576070 0.00001104 -0.00222880 0.00223984
2869.71619240 0.00095843 -0.00158246 0.00254090
2869.73662400 0.00191646 -0.00093671 0.00285317
2869.75705560 0.00277689 -0.00037430 0.00315119
2869.77748721 0.00359990 0.00010260 0.00349729
2869.79791881 0.00441236 0.00052293 0.00388943
2869.83878201 0.00568150 0.00100215 0.00467936
2869.85921361 0.00632516 0.00119072 0.00513444
2869.87964522 0.00675899 0.00131046 0.00544853
2869.90007682 0.00712671 0.00144100 0.00568571
2869.92050832 0.00768367 0.00170534 0.00597833
2869.94094002 0.00807954 0.00176260 0.00631693
2869.96137162 0.00834924 0.00183703 0.00651220
2869.98180332 0.00846121 0.00170755 0.00675367
2870.00223483 0.00834069 0.00159706 0.00674363
2870.02266643 0.00828073 0.00146333 0.00681740
2870.04309813 0.00827427 0.00138682 0.00688745
2870.08396123 0.00790735 0.00108588 0.00682147
2870.10439293 0.00780410 0.00103660 0.00676750
2870.12482444 0.00769869 0.00107726 0.00662143
2870.14525604 0.00758654 0.00103030 0.00655624
2870.16568774 0.00747815 0.00118400 0.00629415
2870.18611924 0.00753410 0.00157446 0.00595964
2870.20655084 0.00748256 0.00181900 0.00566356
2870.22698254 0.00755362 0.00214701 0.00540661
2870.24741414 0.00760013 0.00233132 0.00526881
2870.26784575 0.00735396 0.00233392 0.00502004
2870.28827735 0.00721997 0.00250133 0.00471863
2870.32914055 0.00718598 0.00302364 0.00416235
2870.34957215 0.00728849 0.00331382 0.00397467
2870.37000375 0.00760525 0.00375555 0.00384969
2870.39043545 0.00794008 0.00416968 0.00377040
2870.41086696 0.00840842 0.00460567 0.00380275
2870.43129856 0.00911220 0.00525074 0.00386147
2870.45173026 0.01000036 0.00599972 0.00400064
2870.47216176 0.01094087 0.00670388 0.00423699
2870.49259346 0.01151170 0.00700384 0.00450786
2870.51302496 0.01231784 0.00741010 0.00490774
2870.53345656 0.01309890 0.00783380 0.00526510
2870.55388826 0.01386629 0.00814134 0.00572494
2870.57431977 0.01455597 0.00837911 0.00617686
2870.59475137 0.01514788 0.00845927 0.00668861
2870.61518307 0.01576257 0.00857922 0.00718335
2870.63561457 0.01637014 0.00891727 0.00745287
2870.65604617 0.01693080 0.00888125 0.00804955
2870.67647787 0.01738771 0.00873805 0.00864966
2870.69690937 0.01763157 0.00851278 0.00911878
2870.71734108 0.01762046 0.00804869 0.00957177
2870.73777268 0.01730280 0.00743221 0.00987059
2870.75820428 0.01671236 0.00664607 0.01006630
2870.77863588 0.01594522 0.00592168 0.01002354
2870.81949908 0.01322605 0.00361785 0.00960820
2870.83993068 0.01162537 0.00236558 0.00925978
2870.86036228 0.00990703 0.00117622 0.00873081
2870.88079398 0.00904928 0.00036711 0.00868217
2870.90122559 0.00691752 -0.00098618 0.00790369
2870.92165709 0.00463302 -0.00244080 0.00707382
2870.94208879 0.00245721 -0.00364542 0.00610263
2870.96252039 0.00029027 -0.00480084 0.00509112
2870.98295189 -0.00067331 -0.00515198 0.00447867
2871.00338359 -0.00263585 -0.00601416 0.00337831
2871.02381519 -0.00450789 -0.00666416 0.00215627
2871.06467840 -0.00798108 -0.00786205 -0.00011903
2871.08511000 -0.00951291 -0.00825047 -0.00126244
2871.10554170 -0.01075621 -0.00843733 -0.00231888
2871.12597320 -0.01178814 -0.00891909 -0.00286906
2871.14640480 -0.01295996 -0.00921684 -0.00374312
2871.16683640 -0.01395338 -0.00931326 -0.00464012
2871.18726800 -0.01456050 -0.00913589 -0.00542462
2871.20769960 -0.01501251 -0.00891618 -0.00609633
2871.22813130 -0.01485510 -0.00867039 -0.00618472
2871.24856281 -0.01492493 -0.00835857 -0.00656635
2871.26899441 -0.01463124 -0.00764021 -0.00699103
2871.30985761 -0.01370466 -0.00615832 -0.00754634
2871.33028931 -0.01315970 -0.00545664 -0.00770306
2871.35072081 -0.01249660 -0.00473317 -0.00776343
2871.37115241 -0.01182983 -0.00414191 -0.00768792
2871.39158411 -0.01109576 -0.00345819 -0.00763757
2871.41201571 -0.01045142 -0.00292915 -0.00752227
2871.43244722 -0.00959952 -0.00233810 -0.00726141
2871.45287892 -0.00891413 -0.00192876 -0.00698537
2871.47331052 -0.00854571 -0.00178138 -0.00676432
2871.49374202 -0.00770406 -0.00125759 -0.00644647
2871.51417372 -0.00680608 -0.00072096 -0.00608512
2871.53460532 -0.00611283 -0.00040446 -0.00570837
2871.55503702 -0.00552473 -0.00024385 -0.00528088
2871.57546852 -0.00495586 -0.00005306 -0.00490280
2871.59590013 -0.00447457 0.00003751 -0.00451208
2871.61633183 -0.00423372 0.00003604 -0.00426975
2871.63676333 -0.00376249 0.00001685 -0.00377934
2871.65719493 -0.00333605 -0.00012431 -0.00321173
2871.67762663 -0.00276791 -0.00008774 -0.00268017
2871.69805813 -0.00224756 -0.00009363 -0.00215393
2871.71848973 -0.00167600 -0.00011104 -0.00156496
2871.73892143 -0.00109045 -0.00011433 -0.00097611
2871.75935293 -0.00040879 -0.00003457 -0.00037422
2871.80021624 0.00074898 0.00000656 0.00074242
2871.82064774 0.00135238 0.00013823 0.00121415
2871.84107944 0.00195726 0.00021402 0.00174323
2871.86151104 0.00217380 0.00012417 0.00204963
2871.88194264 0.00282356 0.00024960 0.00257396
2871.90237424 0.00360127 0.00051333 0.00308793
2871.92280584 0.00437771 0.00075872 0.00361899
2871.94323735 0.00518101 0.00102763 0.00415338
2871.96366905 0.00558239 0.00118779 0.00439461
2871.98410065 0.00634170 0.00140051 0.00494119
2872.00453225 0.00711711 0.00171773 0.00539938
2872.04539545 0.00846248 0.00226660 0.00619588
2872.06582705 0.00910110 0.00263755 0.00646355
2872.08625865 0.00989394 0.00312917 0.00676478
2872.10669026 0.01070019 0.00368282 0.00701737
2872.12712196 0.01163286 0.00437535 0.00725751
2872.14755346 0.01240461 0.00493669 0.00746792
2872.16798506 0.01317161 0.00543075 0.00774087
2872.18841676 0.01384678 0.00585294 0.00799384
2872.20884826 0.01411805 0.00603835 0.00807969
2872.22927996 0.01470775 0.00641525 0.00829250
2872.24971156 0.01518058 0.00675815 0.00842243
2872.27014307 0.01550695 0.00694671 0.00856024
2872.29057477 0.01590770 0.00730861 0.00859909
2872.31100637 0.01611717 0.00746214 0.00865504
2872.33143787 0.01624716 0.00759379 0.00865337
2872.35186957 0.01647433 0.00782651 0.00864782
2872.37230117 0.01635761 0.00771469 0.00864292
2872.39273277 0.01616149 0.00746817 0.00869332
2872.41316438 0.01594062 0.00722669 0.00871393
2872.43359598 0.01546327 0.00671034 0.00875293
2872.45402768 0.01483037 0.00601516 0.00881522
2872.47445918 0.01404922 0.00530882 0.00874040
2872.49489078 0.01312576 0.00442481 0.00870095
2872.53575408 0.01077557 0.00223326 0.00854231
2872.55618559 0.00952435 0.00111250 0.00841185
2872.57661719 0.00837590 0.00010398 0.00827192
2872.59704889 0.00784049 -0.00039160 0.00823208
2872.61748039 0.00666643 -0.00132758 0.00799401
2872.63791209 0.00529925 -0.00246443 0.00776368
2872.65834359 0.00398239 -0.00347842 0.00746080
2872.67877530 0.00277815 -0.00438830 0.00716645
2872.69920690 0.00236438 -0.00457783 0.00694221
2872.71963840 0.00129907 -0.00520284 0.00650191
2872.74007010 0.00023443 -0.00587606 0.00611049
