#TIME(DAYS_BJD-2454833),FLUX(NORMALIZED)
2.862360810978949303e+03,9.905577685115545261e-01
2.862381242702685995e+03,9.906825742603564411e-01
2.862401674326298235e+03,9.915690793972437023e-01
2.862422105849800573e+03,9.929920688229102455e-01
2.862442537573180743e+03,9.944159295236379981e-01
2.862462969196451013e+03,9.963530988603953586e-01
2.862483400719720521e+03,9.966894194183542055e-01
2.862503832442875137e+03,9.987855334285099529e-01
2.862524264065905300e+03,1.000841896125220121e+00
2.862544695588825562e+03,1.003081640458330481e+00
2.862565127311623655e+03,1.004876834545536779e+00
2.862585558934311848e+03,1.006863234168830390e+00
2.862605990656884387e+03,1.008647082367551517e+00
2.862626422179455403e+03,1.009449085028293780e+00
2.862646853801903490e+03,1.011088468077869118e+00
2.862667285524243198e+03,1.012388781396806881e+00
2.862687717046457692e+03,1.012646237601913635e+00
2.862708148668563808e+03,1.013274976860483179e+00
2.862728580390554271e+03,1.013040060383926022e+00
2.862749011912543210e+03,1.012404863354212869e+00
2.862769443534292805e+03,1.012191885305114170e+00
2.862789875256050436e+03,1.011711634452716169e+00
2.862810306877683615e+03,1.010646256156151113e+00
2.862830738399206894e+03,1.008308737627033214e+00
2.862851170120615279e+03,1.006033940897890444e+00
2.862871601742015628e+03,1.004415267222198205e+00
2.862892033363190421e+03,1.001348264288304035e+00
2.862912464984365215e+03,9.981558393847640431e-01
2.862932896505415556e+03,9.952072060340698689e-01
2.862953328226358281e+03,9.935412601568014423e-01
2.862973759847300244e+03,9.905507542178051406e-01
2.862994191468002100e+03,9.884429119945206121e-01
2.863014623088711232e+03,9.869989677411972195e-01
2.863035054709303949e+03,9.773228307301021767e-01
2.863055486229772214e+03,9.515263183722728613e-01
2.863218939290192793e+03,8.595518038319135412e-01
2.863239371009847673e+03,8.627790129590447998e-01
2.863259802529391891e+03,8.667937881557801205e-01
2.863280234148936870e+03,8.722403441212539521e-01
2.863300665868242504e+03,8.881259120617003289e-01
2.863464118919931934e+03,1.022393799092077060e+00
2.863484550438421138e+03,1.025280804775481558e+00
2.863504982056918379e+03,1.028561731875145213e+00
2.863525413775292691e+03,1.032264466598457719e+00
2.863545845293556340e+03,1.034027172873206446e+00
2.863566276911704335e+03,1.036764013131288076e+00
2.863586708629845816e+03,1.038903043610569510e+00
2.863607140147876635e+03,1.040822084607158748e+00
2.863627571765791799e+03,1.042124833422515939e+00
2.863648003483584034e+03,1.043014709270540186e+00
2.863668435001382022e+03,1.043696362571787883e+00
2.863688866619064356e+03,1.043816643497905261e+00
2.863709298236630275e+03,1.042555932869569491e+00
2.863729729854072502e+03,1.041264641549849657e+00
2.863750161571522767e+03,1.039321109273398269e+00
2.863770593088847818e+03,1.036535115796441753e+00
2.863791024706064491e+03,1.033540496121581942e+00
2.863811456423165509e+03,1.030585471447677426e+00
2.863831888040258491e+03,1.028200861581034742e+00
2.863852319557241572e+03,1.024753337858805402e+00
2.863872751274109760e+03,1.020525814414001919e+00
2.863893182890853495e+03,1.015404015675099192e+00
2.863913614407603745e+03,1.011258137629571952e+00
2.863934046124239103e+03,1.007509747225556307e+00
2.863954477740750008e+03,1.003679114276477380e+00
2.863974909257267427e+03,9.992171679106635063e-01
2.863995340973553539e+03,9.952665888701315300e-01
2.864015772589831613e+03,9.921126845431810226e-01
2.864036204306117725e+03,9.885617182967763039e-01
2.864056635822169483e+03,9.859552977277468155e-01
2.864077067438214726e+03,9.839880857911366130e-01
2.864097499154268007e+03,9.820423199102682466e-01
2.864117930670086935e+03,9.801005495583169358e-01
2.864138362285899348e+03,9.780195583922700608e-01
2.864158794001603383e+03,9.772299025517672266e-01
2.864179225517189479e+03,9.773549099030931497e-01
2.864199657132769062e+03,9.776057268629101404e-01
2.864220088848240266e+03,9.784271089851745984e-01
2.864240520363593532e+03,9.781903327116329150e-01
2.864260951978940284e+03,9.736655277787996665e-01
2.864281383694178658e+03,9.624921998623484631e-01
2.864301815309299855e+03,9.524811484803190620e-01
2.864322246924297360e+03,9.456512935429023381e-01
2.864342678539302142e+03,9.460920950546664043e-01
2.864363110154190508e+03,9.473668351734682025e-01
2.864383541769071599e+03,9.484437965308595286e-01
2.864403973383843550e+03,9.502891355338605184e-01
2.864444836613030930e+03,9.542261065950868870e-01
2.864465268227570050e+03,9.538355857592550890e-01
2.864485699741991994e+03,9.549470531116284189e-01
2.864506131456291769e+03,9.560970296172152105e-01
2.864526563070598058e+03,9.617755270093218956e-01
2.864546994584787171e+03,9.731130114663247843e-01
2.864567426298854116e+03,9.866431901533748716e-01
2.864587857912927575e+03,9.964969506114933484e-01
2.864608289626878104e+03,9.983372007507105295e-01
2.864628721140717971e+03,9.984167909127682483e-01
2.864649152754558600e+03,9.991242547784842110e-01
2.864690015981999750e+03,1.004317152427941728e+00
2.864710447595491132e+03,1.003641011383357817e+00
2.864730879308976000e+03,1.003684847840262906e+00
2.864751310822466621e+03,1.004674189166119946e+00
2.864771742435841588e+03,1.004270672913095019e+00
2.864792174149100902e+03,1.004873122561406040e+00
2.864812605762235762e+03,1.005516616467664992e+00
2.864833037375377899e+03,1.006231778674394173e+00
2.864853468988396344e+03,1.006711333750686777e+00
2.864873900601422065e+03,1.007991690364479886e+00
2.864894332214331371e+03,1.009987288685870510e+00
2.864914763827124261e+03,1.010701733456481399e+00
2.864935195439909876e+03,1.011866098781438295e+00
2.864955627152587113e+03,1.012744999278586411e+00
2.864976058665139135e+03,1.013494023775232566e+00
2.864996490277699195e+03,1.013309786202156948e+00
2.865016921990143601e+03,1.013204144168644349e+00
2.865037353502586484e+03,1.014265680694391047e+00
2.865057785114906437e+03,1.015214954168198735e+00
2.865078216727117251e+03,1.016419084708002574e+00
2.865098648339320789e+03,1.015710408158653655e+00
2.865119080051415949e+03,1.014888416590543407e+00
2.865139511563393171e+03,1.016395252223156964e+00
2.865180374887226208e+03,1.014273439984443304e+00
2.865200806399087014e+03,1.012393126535813481e+00
2.865221238010824891e+03,1.011670767560864714e+00
2.865241669722454390e+03,1.009997762142810229e+00
2.865262101234082365e+03,1.008758075267218057e+00
2.865282532845711103e+03,1.006877497468180893e+00
2.865302964557100495e+03,1.004653426210765810e+00
2.865323396068495640e+03,1.001708456744140330e+00
2.865343827679884271e+03,9.997868588691963820e-01
2.865364259391048108e+03,9.972520367672833563e-01
2.865384691002327600e+03,9.948255848248412914e-01
2.865425554224530060e+03,9.907748343107161126e-01
2.865445985835460306e+03,9.879784890076394044e-01
2.865466417446383275e+03,9.797330720695708317e-01
2.865486849057197105e+03,9.549005423904363132e-01
2.865507280668010935e+03,9.207134415538259509e-01
2.865670733551938611e+03,8.514431700556035487e-01
2.865691165262171126e+03,8.514320495233035357e-01
2.865711596772278426e+03,8.533479784630590981e-01
2.865732028382277349e+03,8.663951987958241618e-01
2.865752460092277033e+03,8.958535112088009678e-01
2.865772891602267919e+03,9.284618290290661546e-01
2.865793323212150426e+03,9.552043880352835137e-01
2.865813754921917280e+03,9.664253627766822285e-01
2.865834186431675334e+03,9.664821011816658869e-01
2.865854618041325011e+03,9.684465325151100368e-01
2.865875049750975450e+03,9.709125295490093066e-01
2.865895481360501435e+03,9.732882053437282854e-01
2.865915912970034697e+03,9.763849873697005854e-01
2.865936344579444267e+03,9.794605786480965470e-01
2.865956776188744698e+03,9.817329769254483640e-01
2.865977207798045129e+03,9.849126855407872583e-01
2.865997639407345559e+03,9.880247665473443908e-01
2.866018071016522299e+03,9.908743339648180548e-01
2.866038502725590661e+03,9.948358980996542256e-01
2.866058934234650224e+03,9.983123776674048822e-01
2.866079365843717824e+03,1.002043940528204002e+00
2.866099797552669770e+03,1.004865757865716303e+00
2.866120229061503778e+03,1.006342802517407709e+00
2.866161092379050388e+03,1.012864199788425124e+00
2.866181523887760704e+03,1.015231785833428768e+00
2.866201955596363405e+03,1.017162039014198438e+00
2.866222387204965344e+03,1.018841195668935606e+00
2.866242818713566521e+03,1.020558756754230911e+00
2.866263250421929115e+03,1.021171674594012035e+00
2.866283682030414639e+03,1.021830539080281097e+00
2.866304113538775709e+03,1.021054905545860647e+00
2.866324545247029164e+03,1.021321981244696753e+00
2.866344976855281857e+03,1.020877743321795039e+00
2.866365408463410859e+03,1.020736105275952932e+00
2.866385840071547136e+03,1.019943836251571812e+00
2.866406271679566999e+03,1.018457798099812406e+00
2.866426703287579585e+03,1.017528369370087393e+00
2.866447134895599447e+03,1.016091989564698705e+00
2.866467566503386479e+03,1.014703692121611933e+00
2.866487998111282650e+03,1.012942995216066677e+00
2.866508429719069682e+03,1.011231502948479521e+00
2.866528861326740298e+03,1.008099708996575972e+00
2.866549293034404400e+03,1.006868263697690447e+00
2.866569724542074255e+03,1.003760672111028818e+00
2.866590156149628456e+03,1.002289395602146360e+00
2.866610587857059727e+03,1.002138487026538627e+00
2.866651451071935298e+03,9.983268473982699343e-01
2.866671882679249393e+03,9.963417683727275875e-01
2.866692314186570002e+03,9.876056182517728432e-01
2.866712745893775718e+03,9.752037117819050138e-01
2.866733177500973397e+03,9.635775246507545244e-01
2.866753609008177591e+03,9.574667241972693033e-01
2.866774040715150477e+03,9.554474836012950556e-01
2.866794472322231741e+03,9.546824424179156665e-01
2.866814903829203104e+03,9.545629257607293194e-01
2.866835335536059574e+03,9.542092448101693325e-01
2.866855767142908007e+03,9.553267548613928462e-01
2.866896630356503010e+03,9.604894007712870829e-01
2.866917061963235028e+03,9.610601981505623170e-01
2.866937493669858668e+03,9.626003101062793332e-01
2.866957925176480785e+03,9.668445267533943843e-01
2.866978356783096388e+03,9.779024335345885000e-01
2.866998788489603612e+03,9.910234698278701515e-01
2.867019220095986384e+03,1.001144703847979489e+00
2.867039651602492086e+03,1.004576443359493476e+00
2.867060083308766480e+03,1.005701143576675838e+00
2.867080514915156527e+03,1.007223391399061141e+00
2.867100946421422123e+03,1.009736081921094986e+00
2.867121378127580101e+03,1.010523559469279631e+00
2.867141809633736557e+03,1.012051101502176920e+00
2.867162241339887260e+03,1.013118807865494020e+00
2.867182672945928061e+03,1.013471088542767573e+00
2.867203104451968102e+03,1.014787184309476453e+00
2.867223536157885974e+03,1.015872099165975762e+00
2.867243967763810360e+03,1.016373763604413005e+00
2.867264399269733985e+03,1.017025568516577438e+00
2.867284830975535442e+03,1.016538565617125300e+00
2.867305262581343413e+03,1.017042156727338442e+00
2.867325694087034208e+03,1.017707259729996760e+00
2.867346125792719249e+03,1.018718055585825732e+00
2.867386989103979431e+03,1.016496803158901896e+00
2.867407420609553810e+03,1.014435998010851492e+00
2.867427852215012535e+03,1.013594882531478447e+00
2.867448283920464746e+03,1.012710570656669473e+00
2.867468715425922710e+03,1.011010872827746709e+00
2.867489147031265020e+03,1.009285106640780860e+00
2.867509578736600815e+03,1.007234164946643418e+00
2.867530010341826710e+03,1.004401827635890143e+00
2.867550441847168258e+03,1.002260837106208280e+00
2.867570873552271223e+03,9.993129463367373955e-01
2.867591305157497118e+03,9.982437485396221666e-01
2.867632168367592385e+03,9.929295808396820799e-01
2.867652599972701864e+03,9.907962059519531683e-01
2.867673031677695690e+03,9.886409341892912206e-01
2.867693463182564301e+03,9.873031235280923523e-01
2.867713894787440950e+03,9.852419059731652995e-01
2.867734326392317598e+03,9.844571901339970177e-01
2.867754757997186971e+03,9.819576302553364444e-01
2.867775189601947204e+03,9.800265367357395840e-01
2.867795621306591784e+03,9.779340409331200856e-01
2.867816052811343980e+03,9.770160363385778091e-01
2.867836484415987798e+03,9.767924785302057877e-01
2.867856916020631616e+03,9.754717881348962116e-01
2.867877347625151742e+03,9.754087690507091679e-01
2.867897779329679906e+03,9.693234020793789485e-01
2.867918210834206548e+03,9.467188649972533288e-01
2.867938642438610259e+03,9.155083310775774530e-01
2.867959074143022008e+03,8.825704450147385804e-01
2.867979505647432234e+03,8.608360780429040737e-01
2.867999937251719530e+03,8.561476918711560247e-01
2.868020368956014863e+03,8.527645439743891664e-01
2.868040800560309435e+03,8.517941497003704843e-01
2.868061232064479555e+03,8.519512044322673505e-01
2.868081663768658473e+03,8.532352153281662632e-01
2.868122526976891095e+03,8.580555143380856897e-01
2.868142958580952836e+03,8.624797115875799669e-01
2.868163390185014578e+03,8.783925519965066764e-01
2.868183821788952628e+03,9.113976263621790253e-01
2.868204253392897954e+03,9.457569109233722182e-01
2.868224684996843280e+03,9.728592619304966549e-01
2.868245116700665676e+03,9.849844706814570028e-01
2.868265548204610241e+03,9.859409583225415830e-01
2.868285979808439151e+03,9.864534909585354061e-01
2.868306411512145132e+03,9.876617138909328242e-01
2.868326843015856866e+03,9.890653098022053058e-01
2.868367706323275343e+03,9.926389218140037052e-01
2.868388137826870661e+03,9.949151969544615115e-01
2.868408569530460227e+03,9.972740009877760770e-01
2.868429001134056307e+03,9.984957807646460681e-01
2.868449432637651626e+03,9.997789182676179998e-01
2.868469864341124776e+03,1.000399807109315642e+00
2.868490295944604441e+03,1.002223538532049707e+00
2.868510727547967690e+03,1.003985029448235977e+00
2.868531159151440079e+03,1.005903168904652478e+00
2.868551590654802567e+03,1.008327006071802590e+00
2.868572022258165816e+03,1.010068958408779194e+00
2.868592453961406136e+03,1.010333916672599086e+00
2.868612885564652970e+03,1.012053397317491221e+00
2.868633317167899804e+03,1.011971232212099725e+00
2.868653748771139362e+03,1.013924550884023779e+00
2.868674180374269781e+03,1.013843914937062385e+00
2.868694612077517377e+03,1.015840739739758414e+00
2.868715043580639758e+03,1.016825406135728915e+00
2.868735475183653762e+03,1.019393954064991226e+00
2.868755906886784942e+03,1.020822155017163890e+00
2.868776338389790908e+03,1.021171259414357602e+00
2.868796769992804911e+03,1.022060569841379163e+00
2.868817201695703261e+03,1.024319009068330733e+00
2.868858064901607577e+03,1.024632233295094563e+00
2.868878496504388750e+03,1.024840681133102560e+00
2.868898928007278300e+03,1.024672855193556220e+00
2.868919359710176650e+03,1.024703364569937936e+00
2.868939791312957823e+03,1.024774475214205616e+00
2.868960222815730958e+03,1.024596680099627344e+00
2.868980654518396477e+03,1.023225823129120693e+00
2.869001086121177650e+03,1.022007206193658257e+00
2.869021517623834370e+03,1.019942353067386565e+00
2.869041949326499889e+03,1.018260173921119671e+00
2.869062380929106439e+03,1.016813894977294241e+00
2.869103244134312263e+03,1.013950375521945002e+00
2.869123675736860605e+03,1.006008012226112802e+00
2.869144107339343464e+03,9.919708717764633699e-01
2.869164539041892567e+03,9.784296590275195493e-01
2.869184970544323733e+03,9.680743747635893737e-01
2.869205402146806591e+03,9.643605991176774639e-01
2.869225833749238518e+03,9.619311422594917227e-01
2.869246265351612237e+03,9.603766340678256963e-01
2.869266697053979442e+03,9.591826055129660800e-01
2.869287128556352400e+03,9.571079010644343299e-01
2.869307560258661397e+03,9.555272301882298258e-01
2.869368855065549724e+03,9.552325282107839710e-01
2.869389286667741544e+03,9.602264139965661638e-01
2.869409718169998087e+03,9.705857954750466421e-01
2.869430149872190668e+03,9.832395495767906057e-01
2.869450581474331557e+03,9.939220071765650921e-01
2.869471012976471684e+03,9.966394247901840808e-01
2.869491444678613334e+03,9.960126074327135814e-01
2.869511876280746947e+03,9.968862672815104187e-01
2.869532307982772181e+03,9.973865621025796990e-01
2.869552739484846825e+03,9.993747291515341358e-01
2.869573171086871298e+03,1.000871468880846882e+00
2.869593602788896533e+03,1.002221787907489503e+00
2.869614034290920245e+03,1.004628709602553904e+00
2.869634465892879234e+03,1.006484312193523190e+00
2.869654897594846261e+03,1.009814218573775957e+00
2.869675329196805251e+03,1.011302950241670162e+00
2.869695760698712547e+03,1.013085787539907301e+00
2.869716192400621367e+03,1.014600844719720785e+00
2.869736624002463941e+03,1.016191699941454640e+00
2.869757055604371999e+03,1.016718836928977687e+00
2.869777487206221849e+03,1.018522025412017751e+00
2.869797918808006216e+03,1.020759337361279107e+00
2.869838782011647709e+03,1.021985173380854706e+00
2.869859213613432075e+03,1.022361859234092174e+00
2.869879645215165510e+03,1.022894835253097101e+00
2.869900076816898945e+03,1.023942385824559986e+00
2.869920508318624343e+03,1.023202595246041291e+00
2.869940940020358539e+03,1.022632829769462681e+00
2.869961371622033766e+03,1.021708906547271756e+00
2.869981803323702479e+03,1.020639384927694238e+00
2.870002234825376945e+03,1.018986559465793640e+00
2.870022666426993965e+03,1.017363116234253129e+00
2.870043098128604470e+03,1.015117505264011788e+00
2.870083961231837748e+03,1.012579959901509730e+00
2.870104392933390045e+03,1.008850309828350111e+00
2.870124824435006303e+03,1.006210212739721443e+00
2.870145256036506908e+03,1.002859458338948295e+00
2.870165687738059205e+03,1.000690531322578014e+00
2.870186119239617256e+03,9.981935827930674687e-01
2.870206550841117860e+03,9.964257341888359543e-01
2.870226982542611950e+03,9.942171078010283436e-01
2.870247414144112554e+03,9.926861303291577565e-01
2.870267845745554951e+03,9.908609834512258630e-01
2.870288277346990071e+03,9.897500003410011349e-01
2.870329140549874865e+03,9.799946392683283047e-01
2.870349572151309985e+03,9.555998726669611143e-01
2.870370003752752382e+03,9.231772154809376740e-01
2.870390435454130056e+03,8.902861966816540962e-01
2.870410866955513484e+03,8.697978151638277033e-01
2.870431298556897673e+03,8.636273989979188492e-01
2.870451730258282623e+03,8.606103830111222486e-01
2.870472161759600567e+03,8.609416354547385630e-01
2.870492593460985518e+03,8.619099105774939984e-01
2.870513024962310737e+03,8.644299890651780949e-01
2.870533456563629443e+03,8.679935913071690212e-01
2.870553888264956186e+03,8.708098942531745656e-01
2.870574319766281405e+03,8.770413100420586527e-01
2.870594751367600111e+03,8.942127638740869910e-01
2.870615183068868646e+03,9.267464009750949749e-01
2.870635614570135658e+03,9.618492527270998682e-01
2.870656046171396156e+03,9.888328898419720403e-01
2.870676477872664691e+03,1.000309585698222703e+00
2.870696909373931703e+03,1.002895151355410297e+00
2.870717341075192962e+03,1.005196647317946557e+00
2.870737772676402528e+03,1.006932297979505453e+00
2.870758204277663026e+03,1.008182770628086811e+00
2.870778635878872592e+03,1.009714511177711049e+00
2.870819499081342656e+03,1.013448012580732582e+00
2.870839930682552222e+03,1.012976809802457190e+00
2.870860362283761788e+03,1.013237809257390820e+00
2.870880793984906632e+03,1.012582270108854932e+00
2.870901225586116198e+03,1.012642829020642399e+00
2.870921657087325002e+03,1.012325649520690263e+00
2.870942088788469846e+03,1.012724116667628849e+00
2.870962520389679412e+03,1.011801584939692189e+00
2.870982951890830009e+03,1.010913631562645687e+00
2.871003383591974853e+03,1.009144845311224392e+00
2.871023815193184419e+03,1.008606618083274231e+00
2.871064678395479859e+03,1.006908810884110439e+00
2.871085109996631218e+03,1.005373929666163013e+00
2.871105541697776061e+03,1.003907348901155183e+00
2.871125973198926658e+03,1.002908790194571020e+00
2.871146404800078017e+03,1.002505803091931158e+00
2.871166836401229375e+03,1.001443530346398880e+00
2.871187268002373457e+03,1.000276662282436835e+00
2.871207699603524816e+03,9.996316089165679930e-01
2.871228131304611452e+03,9.982395776106957053e-01
2.871248562805762049e+03,9.959776588628078686e-01
2.871268994406913407e+03,9.964422700872224148e-01
2.871309857609150640e+03,9.944026365289190261e-01
2.871330289310302760e+03,9.934748466794922628e-01
2.871350720811453357e+03,9.937483278953708199e-01
2.871371152412539232e+03,9.936794095626207968e-01
2.871391584113691351e+03,9.941867075046660895e-01
2.871412015714842710e+03,9.949093522391668776e-01
2.871432447215986031e+03,9.958975462512602572e-01
2.871452878917079943e+03,9.966265334824641053e-01
2.871473310518224025e+03,9.968154750898953198e-01
2.871493742019374622e+03,9.972905545475545530e-01
2.871514173720468534e+03,9.976201036872210937e-01
2.871534605321619892e+03,9.967880825481115759e-01
2.871555037022764736e+03,9.901708564775973942e-01
2.871575468523915333e+03,9.776072544399465603e-01
2.871595900125059416e+03,9.662415186758367414e-01
2.871616331826211535e+03,9.593853031543501109e-01
2.871636763327362132e+03,9.588989467087767338e-01
2.871657194928513491e+03,9.599441322682622513e-01
2.871677626629658334e+03,9.603011644278999226e-01
2.871698058130808931e+03,9.593788411360379964e-01
2.871718489732011221e+03,9.588061179028291026e-01
2.871738921433163341e+03,9.585186833342916879e-01
2.871759352934313938e+03,9.589795529086176940e-01
2.871800216236668348e+03,9.619535550207242158e-01
2.871820647737877152e+03,9.680619683881953597e-01
2.871841079439080204e+03,9.794102729082352354e-01
2.871861511040289770e+03,9.929228109979353345e-01
2.871881942641499336e+03,1.003019403292609635e+00
2.871902374242701626e+03,1.006812039349142429e+00
2.871922805843911192e+03,1.006955311644033735e+00
2.871943237345119996e+03,1.007395991607698660e+00
2.871963669046381256e+03,1.010611836712695943e+00
2.871984100647590822e+03,1.012017115992625449e+00
2.872004532248858595e+03,1.014178149313928801e+00
2.872045395451386867e+03,1.015766664574101030e+00
2.872065827052654640e+03,1.017439510724178042e+00
2.872086258653915138e+03,1.018800864911816761e+00
2.872106690255182912e+03,1.021011773238829079e+00
2.872127121956451447e+03,1.023180518189560573e+00
2.872147553457769391e+03,1.025100223568692570e+00
2.872167985059095372e+03,1.026277100863135283e+00
2.872188416760422115e+03,1.028137327627840270e+00
2.872208848261740059e+03,1.029144530631565191e+00
2.872229279963125009e+03,1.029754906368548051e+00
2.872249711564450990e+03,1.032600182222377816e+00
2.872270143065827142e+03,1.032986010618367478e+00
2.872290574767153885e+03,1.034236721093251044e+00
2.872311006368538074e+03,1.033309767110676125e+00
2.872331437869972433e+03,1.033528366548244426e+00
2.872351869571357383e+03,1.033545053427834981e+00
2.872372301172799780e+03,1.032028745641477174e+00
2.872392732774176693e+03,1.029811907651605685e+00
2.872413164375677297e+03,1.028145740547419473e+00
2.872433595977119694e+03,1.024702125110985129e+00
2.872454027678555576e+03,1.023586099188456888e+00
2.872474459180055419e+03,1.021832169175459271e+00
2.872494890781556023e+03,1.018639802875553446e+00
2.872535754084550717e+03,1.012463282027161293e+00
2.872556185586108768e+03,1.009649289995612431e+00
2.872576617187660304e+03,1.006641429997961579e+00
2.872597048889219877e+03,1.003869396483654253e+00
2.872617480390777928e+03,1.000027480055736273e+00
2.872637912092330225e+03,9.959054049131664810e-01
2.872658343594004691e+03,9.917744733966256110e-01
2.872678775295556989e+03,9.873180678950820299e-01
2.872699206897232216e+03,9.841593674667358238e-01
2.872719638398848474e+03,9.808129684904375312e-01
2.872740070100524463e+03,9.793649932759881382e-01
2.872780933203925088e+03,9.428654299743916001e-01
2.872801364905652008e+03,9.096654636979789599e-01
2.872821796507327235e+03,8.761820337997825447e-01
2.872842228209119639e+03,8.573888032829327654e-01
2.872862659710852313e+03,8.528425275043592935e-01
2.872883091312636680e+03,8.493223702066533543e-01
2.872903523014429084e+03,8.478171142992474429e-01
2.872923954516270896e+03,8.459853585146067667e-01
2.872944386118120747e+03,8.455700366605451990e-01
2.872964817819971358e+03,8.459711579584587859e-01
2.872985249321820447e+03,8.478962607674265239e-01
2.873026112625630049e+03,8.623637188671722242e-01
2.873046544127588277e+03,8.943338097696561517e-01
2.873066975829497096e+03,9.285282205617666484e-01
2.873087407431463362e+03,9.557811778033259431e-01
2.873107839033480559e+03,9.677578121492984575e-01
2.873128270635505032e+03,9.703746856515635955e-01
2.873148702237529506e+03,9.725471740528235376e-01
2.873169133839546703e+03,9.750447998830592544e-01
2.873189565541630145e+03,9.771711203980331106e-01
2.873209997043770272e+03,9.812078728700674990e-01
2.873230428645845677e+03,9.844289185482304472e-01
2.873271291850127454e+03,9.926627814603937727e-01
2.873291723552320036e+03,9.962999895812658657e-01
2.873312155054518371e+03,1.001017454207748125e+00
2.873332586656775675e+03,1.004053614403211281e+00
2.873353018359026464e+03,1.007570394406247294e+00
2.873373449861283007e+03,1.009310807638921670e+00
2.873393881463598518e+03,1.012084995036220736e+00
2.873414313165907515e+03,1.014059465563117213e+00
2.873434744668280473e+03,1.016156166646488002e+00
2.873455176270654192e+03,1.018090222252656885e+00
2.873475607973021397e+03,1.019815474567302260e+00
2.873516471177703352e+03,1.022769341463438453e+00
2.873536902780135279e+03,1.022839791208209448e+00
2.873557334282682859e+03,1.023254425318408156e+00
2.873577765985173755e+03,1.024077163518323674e+00
2.873598197587714822e+03,1.024440471663147667e+00
2.873618629190263164e+03,1.024483571579677177e+00
2.873639060792862438e+03,1.023370891990209142e+00
2.873659492395527195e+03,1.022721455991894235e+00
2.873679923998133745e+03,1.021553848976999523e+00
2.873700355600798503e+03,1.020225016295758458e+00
2.873720787203514192e+03,1.018059945227521856e+00
2.873761650509011815e+03,1.016598251699923905e+00
2.873782082011792227e+03,1.015322025726979271e+00
2.873802513714632369e+03,1.014696192877528436e+00
2.873822945317464473e+03,1.012875448681621604e+00
2.873843376820361300e+03,1.011798178874877108e+00
2.873863808523259650e+03,1.010507662938269879e+00
2.873884240126149962e+03,1.009324534452754163e+00
2.873904671729105758e+03,1.008541401984776043e+00
2.873925103332119761e+03,1.007728267997297422e+00
2.873945534835133003e+03,1.006318810048391521e+00
2.873965966538198700e+03,1.005117933503215433e+00
2.874006829644335085e+03,9.857580261973225566e-01
2.874027261347466265e+03,9.747481076528363708e-01
2.874047692950654891e+03,9.681711113279298786e-01
2.874068124453900964e+03,9.662959172422794785e-01
2.874088556157112180e+03,9.660541427281517102e-01
2.874108987760388118e+03,9.659207590159513135e-01
2.874129419463657541e+03,9.659665086204006768e-01
2.874149850966990925e+03,9.658714991456123222e-01
2.874170282570354175e+03,9.653052121413631115e-01
2.874190714273740014e+03,9.655746553157944501e-01
2.874211145777189813e+03,9.652657077133927066e-01
2.874252009084142628e+03,9.696866344272155880e-01
2.874272440687680501e+03,9.802701503622829327e-01
2.874292872191246715e+03,9.931364948413703431e-01
2.874313303894807177e+03,1.001966372090464352e+00
2.874333735498461465e+03,1.003814987683808502e+00
2.874354167102115753e+03,1.003942560147614849e+00
2.874374598705820972e+03,1.002734936135070143e+00
2.874395030309562571e+03,1.001353486125639902e+00
2.874415462013334036e+03,1.000054949236894863e+00
2.874435893517125805e+03,9.999270967783675523e-01
2.874456325120983820e+03,1.000841744844601644e+00
2.874497188328779885e+03,1.001301484548296150e+00
2.874517619932725211e+03,1.001682378895308645e+00
2.874538051636729506e+03,1.002341533699700804e+00
2.874558483140725002e+03,1.002599466572055675e+00
2.874578914844787505e+03,1.002568188166256702e+00
2.874599346348906693e+03,1.003791984636084100e+00
2.874619777953048469e+03,1.004487829274015365e+00
2.874640209657198284e+03,1.005415175355452995e+00
2.874660641161433887e+03,1.005748442902830275e+00
2.874681072765692079e+03,1.005601201114886267e+00
2.874701504469958309e+03,1.005172372949193704e+00
2.874742367678656592e+03,1.005368973322546378e+00
2.874762799283067579e+03,1.004311393816941900e+00
2.874783230887536774e+03,1.004994029841827174e+00
2.874803662492027797e+03,1.004937331240649101e+00
2.874824094096555200e+03,1.003455426168495368e+00
2.874844525701104430e+03,1.002355977170155565e+00
2.874864957305719145e+03,1.001052446258927198e+00
2.874885388910392066e+03,1.000217087055379483e+00
2.874905820515064988e+03,9.990265310121992925e-01
2.874926252119788842e+03,9.980664880268486083e-01
2.874946683724578179e+03,9.981579872716727087e-01
2.874987547034237650e+03,9.978977492552393302e-01
2.875007978539171745e+03,9.964966981019084402e-01
2.875028410244070983e+03,9.948506036172495293e-01
2.875048841849064047e+03,9.934367964194088518e-01
2.875069273354114557e+03,9.928303121614198146e-01
2.875089705059159314e+03,9.920031243401790100e-01
2.875110136664297897e+03,9.915991984008308835e-01
2.875130568169464823e+03,9.890806377986343101e-01
2.875150999874655099e+03,9.884034857879993030e-01
2.875171431479910098e+03,9.859404317914571836e-01
2.875191863185194961e+03,9.769833886183425520e-01
2.875232726295929751e+03,9.284251005903398912e-01
2.875253157901330269e+03,8.959369643598616983e-01
2.875273589506810822e+03,8.765508315395051930e-01
2.875294021112327755e+03,8.725728467491767892e-01
2.875314452717902896e+03,8.702897109557558020e-01
2.875334884323499864e+03,8.698150889960477583e-01
2.875355315929162316e+03,8.679907429883756409e-01
2.875375747534882976e+03,8.664095992564608828e-01
